,RandomForestClassifier(),SVC(),GaussianNB(),KNeighborsClassifier(),LogisticRegression(),LGBMClassifier(verbosity=-1),"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, device=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=None, max_bin=None,
              max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=None, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              multi_strategy=None, n_estimators=None, n_jobs=None,
              num_parallel_tree=None, objective='multi:softprob', ...)",MLPClassifier(),pairs_num
acc,0.780952380952381,0.7785714285714286,0.7880952380952381,0.780952380952381,0.7857142857142857,0.7857142857142857,0.780952380952381,0.780952380952381,10
precision_weighted,0.8540655555071179,0.8445440851842368,0.8487159877545217,0.8475856808835902,0.8498259930458479,0.8498259930458479,0.8540655555071179,0.8540655555071179,10
precision_macro,0.8602692164242361,0.8462480357241565,0.8505344069070212,0.850330078950089,0.8526041869712682,0.8526041869712682,0.8602692164242361,0.8602692164242361,10
f1_weighted,0.7841507938302188,0.7800252937706749,0.789776046572957,0.7828899600179344,0.7874902948114467,0.7874902948114467,0.7841507938302188,0.7841507938302188,10
f1_macro,0.789337774462003,0.7838349447960756,0.7954435125720903,0.7867758151116644,0.7924556475622021,0.7924556475622021,0.789337774462003,0.789337774462003,10
recall_weighted,0.780952380952381,0.7785714285714286,0.7880952380952381,0.780952380952381,0.7857142857142857,0.7857142857142857,0.780952380952381,0.780952380952381,10
recall_macro,0.782674275201977,0.7807249574631855,0.7933361539979161,0.782674275201977,0.7891467671113621,0.7891467671113621,0.782674275201977,0.782674275201977,10
acc,0.8166666666666667,0.8047619047619048,0.8166666666666667,0.7952380952380952,0.8119047619047619,0.8095238095238095,0.819047619047619,0.8071428571428572,20
precision_weighted,0.8641870689024302,0.8526004864311316,0.8532746927217036,0.849791034232583,0.8602164882049437,0.8591617321325438,0.8636879056755589,0.8616278322908328,20
precision_macro,0.8680179219639649,0.8531362007168459,0.8527448993056009,0.8516530792778001,0.86128183280388,0.8603669643253808,0.8664560569612304,0.8649897996988708,20
f1_weighted,0.8187766943699146,0.8061283015440017,0.8179493538868539,0.7968103470236355,0.8139080402787211,0.8114196680093386,0.8207130959053961,0.8098166712208643,20
f1_macro,0.8225377920293174,0.8059608673100144,0.8206612060778727,0.7983929389025036,0.8147366243635307,0.8134330774498219,0.8245478563463157,0.8121642068250138,20
