,RandomForestClassifier(),SVC(),GaussianNB(),KNeighborsClassifier(),LogisticRegression(),LGBMClassifier(verbosity=-1),"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, device=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=None, max_bin=None,
              max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=None, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              multi_strategy=None, n_estimators=None, n_jobs=None,
              num_parallel_tree=None, objective='multi:softprob', ...)",MLPClassifier(),pairs_num
acc,0.9571428571428572,0.9666666666666667,0.6333333333333333,0.9357142857142857,0.9523809523809523,0.9571428571428572,0.9619047619047619,0.9571428571428572,10
precision_weighted,0.9579619454976445,0.9670855636397573,0.45156462585034013,0.93938525402137,0.9535537560566708,0.9579619454976445,0.9624708863837564,0.9579619454976445,10
precision_macro,0.9555171439657549,0.9644509646126852,0.4971079262341398,0.9375248192918395,0.9511919296606433,0.9555171439657549,0.9599351563006349,0.9555171439657549,10
f1_weighted,0.9572618956577003,0.966732448007658,0.5155202821869488,0.9361250791663873,0.9524970794854739,0.9572618956577003,0.9620063381685539,0.9572618956577003,10
f1_macro,0.9547676716846539,0.9658480314970784,0.5494692822991996,0.9333030824597089,0.9491694775124366,0.9547676716846539,0.9603263451515206,0.9547676716846539,10
recall_weighted,0.9571428571428572,0.9666666666666667,0.6333333333333333,0.9357142857142857,0.9523809523809523,0.9571428571428572,0.9619047619047619,0.9571428571428572,10
recall_macro,0.9545686340542879,0.9675136178730582,0.6459244118927308,0.9318770615415607,0.9480961421449029,0.9545686340542879,0.9610411259636731,0.9545686340542879,10
acc,0.9595238095238096,0.9619047619047619,0.6666666666666666,0.930952380952381,0.9571428571428572,0.95,0.9571428571428572,0.9547619047619048,20
precision_weighted,0.9595114655459483,0.9623051040775591,0.7836993375143919,0.9353904328586063,0.9577706747205317,0.9499302134646962,0.9570722720496657,0.9548362096516458,20
precision_macro,0.959659040509392,0.9610669922291338,0.7421610536870754,0.9351154745959039,0.9565122564476152,0.9493754264420301,0.9559559210335477,0.9534525164514567,20
f1_weighted,0.9594523128944672,0.9619891023737177,0.5877725655768017,0.9315565575643824,0.9571199150719706,0.9498851594610856,0.9570720148524526,0.9547147906503338,20
f1_macro,0.9591259587952745,0.961427317476608,0.5696548978518995,0.9311330959208078,0.9538755824132013,0.9474775658485174,0.9547204992223076,0.9519577891413383,20
recall_weighted,0.9595238095238096,0.9619047619047619,0.6666666666666666,0.930952380952381,0.9571428571428572,0.95,0.9571428571428572,0.9547619047619048,20
recall_macro,0.9587098000205847,0.9619942668955345,0.6807473050079501,0.9302184952117404,0.9519947776224856,0.9457648162018145,0.9535672722021692,0.9506648135315161,20
acc,0.9595238095238096,0.9595238095238096,0.669047619047619,0.930952380952381,0.9523809523809523,0.9523809523809523,0.9571428571428572,0.9523809523809523,30
precision_weighted,0.9594919234734791,0.9600970580524558,0.8083625730994151,0.933775570762207,0.9538883650022081,0.9523740435946098,0.9571557194306295,0.9542979700948763,30
precision_macro,0.9593351551814971,0.9589558646080496,0.7657894736842105,0.9342408877738695,0.9524639636515712,0.9514622795929332,0.9557729524558362,0.9538275236344945,30
f1_weighted,0.959500623308444,0.9596301434580365,0.5892899622717207,0.9314241653130991,0.9525465622002609,0.952348146892664,0.957139923812695,0.9526145688328901,30
f1_macro,0.9591828953152103,0.9593396828279142,0.5709398876632804,0.9309688591172601,0.9496715008746496,0.9503620073090181,0.955302386027872,0.9501958326396437,30
recall_weighted,0.9595238095238096,0.9595238095238096,0.669047619047619,0.930952380952381,0.9523809523809523,0.9523809523809523,0.9571428571428572,0.9523809523809523,30
recall_macro,0.9590435873046242,0.9600449491567432,0.6826966227467414,0.9295509206436612,0.9480961421449029,0.9493348494405466,0.9548542004180702,0.9480961421449029,30
acc,0.9547619047619048,0.9571428571428572,0.6714285714285714,0.9380952380952381,0.9595238095238096,0.9595238095238096,0.9571428571428572,0.9595238095238096,40
precision_weighted,0.9547274410967275,0.9572915476761631,0.7718494897959185,0.9398721648721649,0.9602035149295397,0.9595600144819834,0.9573448837327182,0.960390045450497,40
precision_macro,0.9550983201106603,0.9569228129721035,0.7318783068783068,0.9401061901061901,0.9577142419005226,0.9590409263120453,0.95563635617995,0.9588174739987583,40
f1_weighted,0.9547374781317255,0.9571883991691915,0.5962069719460138,0.938418290403172,0.9596365351199707,0.9595324905955056,0.957190547984386,0.9596661907090541,40
f1_macro,0.9549483099739556,0.9571497207297158,0.5786379965788733,0.9378349377037987,0.9575517887296053,0.9585544185481972,0.9553607470272111,0.9580356455408631,40
recall_weighted,0.9547619047619048,0.9571428571428572,0.6714285714285714,0.9380952380952381,0.9595238095238096,0.9595238095238096,0.9571428571428572,0.9595238095238096,40
recall_macro,0.9548111645430017,0.9574280568498725,0.685313515053612,0.9366858020759365,0.9578048800089803,0.9580904463727627,0.9551879877021098,0.9578048800089803,40
acc,0.9595238095238096,0.9619047619047619,0.6666666666666666,0.9380952380952381,0.969047619047619,0.9547619047619048,0.9666666666666667,0.9547619047619048,50
