,RandomForestClassifier(),SVC(),GaussianNB(),KNeighborsClassifier(),LogisticRegression(),LGBMClassifier(verbosity=-1),"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, device=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=None, max_bin=None,
              max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=None, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              multi_strategy=None, n_estimators=None, n_jobs=None,
              num_parallel_tree=None, objective='multi:softprob', ...)",MLPClassifier(),pairs_num
acc,0.8571428571428571,0.8547619047619047,0.6214285714285714,0.8547619047619047,0.8595238095238096,0.8523809523809524,0.861904761904762,0.8571428571428571,10
precision_weighted,0.783436889607328,0.7807292945932746,0.6677433579184635,0.770776148850677,0.7846697634277592,0.7756755024176628,0.7834767936658693,0.7803373063635829,10
precision_macro,0.7401933050447902,0.7276790478449042,0.6850758577542692,0.7097611393964339,0.7409026297085999,0.6899910680398486,0.7259034817858347,0.723560225489249,10
f1_weighted,0.8121395363894977,0.8097641857960716,0.5642840429657554,0.8071751061784285,0.814241496172587,0.8068258655610269,0.815806494155596,0.8115878564786692,10
f1_macro,0.7349864516049759,0.7290349237217617,0.6348141176541184,0.7260938571832084,0.7382772192136912,0.7169772603885759,0.7381692098119347,0.7322708039791818,10
recall_weighted,0.8571428571428571,0.8547619047619047,0.6214285714285714,0.8547619047619047,0.8595238095238096,0.8523809523809524,0.861904761904762,0.8571428571428571,10
recall_macro,0.7422895137386847,0.7411199230954097,0.7398046023442946,0.74910678522791,0.7475526716334214,0.7539854201714331,0.7586637827445325,0.7502763758711848,10
acc,0.9619047619047619,0.9357142857142857,0.6214285714285714,0.9357142857142857,0.95,0.95,0.9571428571428572,0.9571428571428572,20
precision_weighted,0.9635204081632653,0.9425776575690518,0.6438019170372112,0.9413224888348913,0.9533439577203879,0.9531331231679663,0.9589503117200072,0.9589503117200072,20
precision_macro,0.9761904761904763,0.9556855995410212,0.6712258329905388,0.9421311251196738,0.9699956412771058,0.928397212543554,0.9704823271331936,0.9704823271331936,20
f1_weighted,0.9618535106381649,0.9346831266103811,0.5700895672998058,0.9347196704005916,0.9494365221121271,0.950348759013383,0.9571761406489091,0.9570399983951199,20
f1_macro,0.9577791370386046,0.9130297817532629,0.6384848754400435,0.9126482313929282,0.9381252536077233,0.9287575552515752,0.9497011953119282,0.9460228217512017,20
recall_weighted,0.9619047619047619,0.9357142857142857,0.6214285714285714,0.9357142857142857,0.95,0.95,0.9571428571428572,0.9571428571428572,20
recall_macro,0.9422883206266907,0.8840463881943272,0.7400048747147184,0.8937876362917399,0.9141559329198348,0.933354638904655,0.9317620048372168,0.9259140516208427,20
acc,0.95,0.930952380952381,0.6238095238095238,0.9380952380952381,0.9404761904761905,0.9380952380952381,0.9523809523809523,0.9404761904761905,30
precision_weighted,0.9508329424916194,0.9347067725824507,0.6562014497953335,0.9418383982766348,0.9421963256328582,0.9400652573343994,0.9529925565639853,0.941593757120073,30
precision_macro,0.9700398035968506,0.9530406871609405,0.6882295299510869,0.9639246102362646,0.9647309003346155,0.9219712442492215,0.9712823212823214,0.9611722488038279,30
f1_weighted,0.9496500893610267,0.9296535050922944,0.5713007132548107,0.9366171626740623,0.9396504197223554,0.9381804936998649,0.9521233933058346,0.9395912683882952,30
f1_macro,0.9455104989670492,0.9163476873199787,0.643596066410963,0.9247993593264379,0.9328733632133618,0.9204292651094258,0.9525594572252369,0.9272652034909378,30
recall_weighted,0.95,0.930952380952381,0.6238095238095238,0.9380952380952381,0.9404761904761905,0.9380952380952381,0.9523809523809523,0.9404761904761905,30
recall_macro,0.9252972127199375,0.8904470931530712,0.7411744653579933,0.8982497047047815,0.9082759361241927,0.9232193229600767,0.9364083238310486,0.9014201441620177,30
acc,0.9523809523809523,0.9333333333333333,0.6238095238095238,0.9380952380952381,0.9404761904761905,0.9380952380952381,0.9523809523809523,0.9404761904761905,40
precision_weighted,0.9529925565639853,0.9374897372742201,0.6562014497953335,0.9418383982766348,0.9421963256328582,0.9400652573343994,0.9529925565639853,0.9421963256328582,40
precision_macro,0.9712823212823214,0.9544540229885058,0.6882295299510869,0.9639246102362646,0.9647309003346155,0.9219712442492215,0.9712823212823214,0.9647309003346155,40
f1_weighted,0.9521233933058346,0.9320350318247448,0.5713007132548107,0.9366171626740623,0.9396504197223554,0.9381804936998649,0.9521233933058346,0.9396504197223554,40
f1_macro,0.9525594572252369,0.9155961417512994,0.643596066410963,0.9247993593264379,0.9328733632133618,0.9204292651094258,0.9525594572252369,0.9328733632133618,40
recall_weighted,0.9523809523809523,0.9333333333333333,0.6238095238095238,0.9380952380952381,0.9404761904761905,0.9380952380952381,0.9523809523809523,0.9404761904761905,40
recall_macro,0.9364083238310486,0.8879236612857315,0.7411744653579933,0.8982497047047815,0.9082759361241927,0.9232193229600767,0.9364083238310486,0.9082759361241927,40
acc,0.9428571428571428,0.9452380952380952,0.6214285714285714,0.9380952380952381,0.9380952380952381,0.9380952380952381,0.9523809523809523,0.9476190476190476,50
precision_weighted,0.9443196423459582,0.9511561859070157,0.6437864838089389,0.9418383982766348,0.9394024820495409,0.9400652573343994,0.9529925565639853,0.9509635084992795,50
precision_macro,0.9660440436756226,0.9611454801240893,0.6810866728082298,0.9639246102362646,0.9597376479729419,0.9219712442492215,0.9712823212823214,0.9688262978000701,50
f1_weighted,0.9421890036744827,0.94401195347151,0.5699334443325745,0.9366171626740623,0.9370565555382038,0.9381804936998649,0.9521233933058346,0.9470574206190224,50
f1_macro,0.9361149276774702,0.924132323114468,0.6406701804069143,0.9247993593264379,0.9240305575921705,0.9204292651094258,0.9525594572252369,0.9348824980984398,50
recall_weighted,0.9428571428571428,0.9452380952380952,0.6214285714285714,0.9380952380952381,0.9380952380952381,0.9380952380952381,0.9523809523809523,0.9476190476190476,50
recall_macro,0.912531255273129,0.8990668159761105,0.7359113074632564,0.8982497047047815,0.8971648250130816,0.9232193229600767,0.9364083238310486,0.9088927750250979,50
acc,0.9523809523809523,0.9428571428571428,0.6285714285714286,0.9380952380952381,0.9380952380952381,0.9380952380952381,0.9523809523809523,0.95,60
precision_weighted,0.9529925565639853,0.946907457945242,0.6568979370111143,0.9418383982766348,0.9394024820495409,0.9400652573343994,0.9529925565639853,0.9504520830102225,60
precision_macro,0.9712823212823214,0.950403040186977,0.6906921207645095,0.9639246102362646,0.9597376479729419,0.9219712442492215,0.9712823212823214,0.9667419004628307,60
f1_weighted,0.9521233933058346,0.9422789410133033,0.5742306927035433,0.9366171626740623,0.9370565555382038,0.9381804936998649,0.9521233933058346,0.949602705993343,60
f1_macro,0.9525594572252369,0.9174667656980734,0.6594617485567713,0.9247993593264379,0.9240305575921705,0.9204292651094258,0.9525594572252369,0.9440949042266457,60
recall_weighted,0.9523809523809523,0.9428571428571428,0.6285714285714286,0.9380952380952381,0.9380952380952381,0.9380952380952381,0.9523809523809523,0.95,60
recall_macro,0.9364083238310486,0.8927187783896737,0.7692446407965898,0.8982497047047815,0.8971648250130816,0.9232193229600767,0.9364083238310486,0.9252972127199375,60
acc,0.9452380952380952,0.9476190476190476,0.6309523809523809,0.9380952380952381,0.9380952380952381,0.9380952380952381,0.9523809523809523,0.9452380952380952,70
precision_weighted,0.9463945730502021,0.9522816186808484,0.6593065449243756,0.9418383982766348,0.9394024820495409,0.9400652573343994,0.9529925565639853,0.9463628872495868,70
precision_macro,0.9672378394232698,0.9650834403080873,0.69187529658155,0.9639246102362646,0.9597376479729419,0.9219712442492215,0.9712823212823214,0.9633665185389324,70
f1_weighted,0.9446402704894815,0.947069677971696,0.5767113434047166,0.9367398406083932,0.9370565555382038,0.9381804936998649,0.9521233933058346,0.944376096659211,70
f1_macro,0.9431512070390555,0.9266935817265448,0.6629295950582029,0.920811650257428,0.9240305575921705,0.9204292651094258,0.9525594572252369,0.9340271471029812,70
recall_weighted,0.9452380952380952,0.9476190476190476,0.6309523809523809,0.9380952380952381,0.9380952380952381,0.9380952380952381,0.9523809523809523,0.9452380952380952,70
recall_macro,0.92364236638424,0.8991515269276855,0.7745077986913266,0.8913939127426065,0.8971648250130816,0.9232193229600767,0.9364083238310486,0.91101566215159,70
acc,0.9452380952380952,0.9476190476190476,0.6309523809523809,0.9380952380952381,0.9380952380952381,0.9380952380952381,0.9523809523809523,0.9523809523809523,80
precision_weighted,0.9463945730502021,0.9522816186808484,0.675969018189413,0.9418383982766348,0.9394024820495409,0.9400652573343994,0.9529925565639853,0.9529925565639853,80
precision_macro,0.9672378394232698,0.9650834403080873,0.7016327751196172,0.9639246102362646,0.9597376479729419,0.9219712442492215,0.9712823212823214,0.9712823212823214,80
f1_weighted,0.9446402704894815,0.947069677971696,0.5800148739905766,0.9367398406083932,0.9370565555382038,0.9381804936998649,0.9521233933058346,0.9521233933058346,80
f1_macro,0.9431512070390555,0.9266935817265448,0.6651524187426376,0.920811650257428,0.9240305575921705,0.9204292651094258,0.9525594572252369,0.9525594572252369,80
recall_weighted,0.9452380952380952,0.9476190476190476,0.6309523809523809,0.9380952380952381,0.9380952380952381,0.9380952380952381,0.9523809523809523,0.9523809523809523,80
recall_macro,0.92364236638424,0.8991515269276855,0.7747080710617504,0.8913939127426065,0.8971648250130816,0.9232193229600767,0.9364083238310486,0.9364083238310486,80
acc,0.95,0.9357142857142857,0.6309523809523809,0.9380952380952381,0.9357142857142857,0.9404761904761905,0.9523809523809523,0.9380952380952381,90
precision_weighted,0.9508329424916194,0.9399150224459268,0.690284138724164,0.9418383982766348,0.9382751507751508,0.9422931060176827,0.9529925565639853,0.9402590808235971,90
precision_macro,0.9700398035968506,0.9628180104432544,0.7097030536026658,0.9639246102362646,0.9622766122766123,0.9233357131542043,0.9712823212823214,0.9634180514825677,90
f1_weighted,0.9496500893610267,0.9341138664304725,0.5799441415912631,0.9367398406083932,0.9342815916987798,0.9406818966585729,0.9521233933058346,0.9369668307001763,90
f1_macro,0.9455104989670492,0.9173815226333639,0.6670808994689592,0.920811650257428,0.9201160981119354,0.9235689480587439,0.9525594572252369,0.9312919729282104,90
recall_weighted,0.95,0.9357142857142857,0.6309523809523809,0.9380952380952381,0.9357142857142857,0.9404761904761905,0.9523809523809523,0.9380952380952381,90
recall_macro,0.9252972127199375,0.8871385935936704,0.7788016383132124,0.8913939127426065,0.8900240497289079,0.9274746421090129,0.9364083238310486,0.9069831140563933,90
