,RandomForestClassifier(),SVC(),GaussianNB(),KNeighborsClassifier(),LogisticRegression(),LGBMClassifier(verbosity=-1),"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, device=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=None, max_bin=None,
              max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=None, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              multi_strategy=None, n_estimators=None, n_jobs=None,
              num_parallel_tree=None, random_state=None, ...)",MLPClassifier(),pairs_num
acc,0.9547619047619048,0.9547619047619048,0.95,0.9476190476190476,0.9452380952380952,0.9523809523809523,0.9452380952380952,0.9476190476190476,10
precision_weighted,0.9548135360547353,0.9548135360547353,0.9498792546836473,0.9478300779771368,0.9451685423394888,0.9524984215085973,0.9451685423394888,0.9479100090740521,10
precision_macro,0.9552855935891856,0.9552855935891856,0.9483337146343324,0.941077106518283,0.9445326301236591,0.9534381745297564,0.9445326301236591,0.9497721623860812,10
f1_weighted,0.9544916344916345,0.9544916344916345,0.9497904997133155,0.9477012783135232,0.9449109259635574,0.9520528446458125,0.9449109259635574,0.9471596707011943,10
f1_macro,0.9495495495495496,0.9495495495495496,0.9444272923741897,0.9424385138670853,0.9389284020862968,0.9468031208835749,0.9389284020862968,0.9412796461526729,10
recall_weighted,0.9547619047619048,0.9547619047619048,0.95,0.9476190476190476,0.9452380952380952,0.9523809523809523,0.9452380952380952,0.9476190476190476,10
recall_macro,0.9445305469453055,0.9445305469453055,0.9408809119088091,0.9438556144385561,0.934031596840316,0.9411058894110589,0.934031596840316,0.9342565743425657,10
acc,0.9547619047619048,0.9642857142857143,0.9380952380952381,0.9523809523809523,0.9547619047619048,0.9571428571428572,0.9595238095238096,0.9595238095238096,20
precision_weighted,0.9548135360547353,0.9642180923769371,0.937891156462585,0.9523809523809523,0.9546459557289882,0.9570508396595352,0.9594865872834302,0.9596360329123584,20
precision_macro,0.9552855935891856,0.962775491656358,0.9357142857142857,0.9475052494750524,0.952172376360102,0.9541062801932367,0.9590101426065736,0.9606620753219488,20
f1_weighted,0.9544916344916345,0.96419757184394,0.937781111788332,0.9523809523809523,0.9546502576689905,0.9570729959695478,0.9593542140536362,0.9592819887556729,20
f1_macro,0.9495495495495496,0.9604368276615654,0.9310797505743355,0.9475052494750524,0.9498866483713161,0.952601880877743,0.9550125700172011,0.954860123281176,20
recall_weighted,0.9547619047619048,0.9642857142857143,0.9380952380952381,0.9523809523809523,0.9547619047619048,0.9571428571428572,0.9595238095238096,0.9595238095238096,20
recall_macro,0.9445305469453055,0.9582291770822917,0.9269573042695731,0.9475052494750524,0.9477302269773022,0.9511548845115488,0.9513798620137986,0.9497800219978002,20
acc,0.9666666666666667,0.9666666666666667,0.9571428571428572,0.9595238095238096,0.9642857142857143,0.9666666666666667,0.9619047619047619,0.969047619047619,30
precision_weighted,0.9666396460296551,0.9666396460296551,0.9571428571428572,0.9594703687117481,0.9642180923769371,0.9666062801932368,0.9618285599263859,0.9692810266276047,30
precision_macro,0.9662073158374709,0.9662073158374709,0.9571428571428572,0.9560501567398119,0.962775491656358,0.9646739130434783,0.9593900966183575,0.9714150387874754,30
f1_weighted,0.9665559581320451,0.9665559581320451,0.9569253850842299,0.9594911263662321,0.96419757184394,0.966612330198537,0.9618426630840424,0.9688626972837499,30
f1_macro,0.9630132850241546,0.9630132850241546,0.9522859811668476,0.9553076821963082,0.9604368276615654,0.9631347962382445,0.9578683385579938,0.9654812707444287,30
recall_weighted,0.9666666666666667,0.9666666666666667,0.9571428571428572,0.9595238095238096,0.9642857142857143,0.9666666666666667,0.9619047619047619,0.969047619047619,30
