,RandomForestClassifier(),SVC(),GaussianNB(),KNeighborsClassifier(),LogisticRegression(),LGBMClassifier(verbosity=-1),"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, device=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=None, max_bin=None,
              max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=None, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              multi_strategy=None, n_estimators=None, n_jobs=None,
              num_parallel_tree=None, objective='multi:softprob', ...)",MLPClassifier(),pairs_num
acc,0.7571428571428571,0.7523809523809524,0.6666666666666666,0.7452380952380953,0.7523809523809524,0.7571428571428571,0.7547619047619047,0.7547619047619047,10
precision_weighted,0.8221990029618715,0.7960674652982345,0.7717721432007146,0.8468662669109618,0.8009271269213817,0.8248684997011357,0.8212830687830688,0.8212830687830688,10
precision_macro,0.8199251114498755,0.7836451297989759,0.7271461481987798,0.8541909573778987,0.7904867129891069,0.8235834821829097,0.8190545808966861,0.8190545808966861,10
f1_weighted,0.6902933121300467,0.6844524459268243,0.601436847559237,0.6749491889289007,0.6873872863041538,0.6931090022493308,0.6884142257939445,0.6884142257939445,10
f1_macro,0.6200371057513915,0.61286133009905,0.5800981121482609,0.602805086856482,0.6173045459294143,0.6245208533983568,0.6184055417761444,0.6184055417761444,10
recall_weighted,0.7571428571428571,0.7523809523809524,0.6666666666666666,0.7452380952380953,0.7523809523809524,0.7571428571428571,0.7547619047619047,0.7547619047619047,10
recall_macro,0.6775762609965087,0.6727244845870644,0.6791748104282666,0.6659233904388285,0.6736776255189257,0.6788631892124098,0.6756269432577172,0.6756269432577172,10
acc,0.9619047619047619,0.9547619047619048,0.9404761904761905,0.9642857142857143,0.969047619047619,0.9476190476190476,0.9547619047619048,0.9595238095238096,20
precision_weighted,0.9618583683198252,0.955633103936511,0.9421981100465278,0.9643212669683259,0.9690943294604053,0.947964523656013,0.9548773707299455,0.9594875713889301,20
precision_macro,0.9624667347687149,0.9584086246609266,0.9447243747163586,0.9633546147647679,0.96950069114955,0.9506160899777921,0.9567179324759881,0.9602445801920529,20
f1_weighted,0.9617901301773781,0.9543787019286981,0.9402202062549512,0.9642945517419571,0.9689711295146077,0.9473445950866864,0.954617220451399,0.9594828261302788,20
f1_macro,0.9608301708830499,0.9561523416641009,0.940463921741833,0.963948469174314,0.9693639291465379,0.9467624269201987,0.954600518368267,0.9594548823694903,20
recall_weighted,0.9619047619047619,0.9547619047619048,0.9404761904761905,0.9642857142857143,0.969047619047619,0.9476190476190476,0.9547619047619048,0.9595238095238096,20
recall_macro,0.9593721895434749,0.9553822972705662,0.9382048906901735,0.9645629382821479,0.9694147146915922,0.9437672775427656,0.9528566617590214,0.9587098000205847,20
acc,0.9523809523809523,0.9547619047619048,0.6619047619047619,0.9595238095238096,0.9666666666666667,0.9476190476190476,0.9547619047619048,0.9619047619047619,30
precision_weighted,0.9535645745851469,0.955633103936511,0.7280866740103168,0.9595583494519666,0.9667100173402695,0.9478998384963558,0.9548709581235091,0.9618849441311306,30
precision_macro,0.956640118099456,0.9584086246609266,0.6901342583386727,0.9609553498212867,0.9665257916031909,0.9506032991270125,0.9559903974042916,0.9625434307667655,30
f1_weighted,0.952019830580631,0.9543787019286981,0.5876933760964744,0.9593599216589707,0.96667883602288,0.9474061207325656,0.9545905370908596,0.9618719604781759,30
